*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-15 11:48:53:892881" "Robot State: ,Introduce Nao Started"
"2017-06-15 11:49:26:516234" "Robot State: ,Introduce Nao Ended"
"2017-06-15 11:49:27:843565" "Robot State: ,Looking at The Book"
"2017-06-15 11:49:28:437778" "Robot State: ,TaskONE Selected"
"2017-06-15 11:49:29:461875" "Robot State: ,Looking at The Book"
"2017-06-15 11:49:31:656431" "Robot State: ,Reading Mode Started"
"2017-06-15 11:49:36:005132" "Position: x: 0.181885629892
y: 0.0290947277099
z: 0.225010126829
x: -0.0137397497892
y: 0.417453438044
z: -0.504669189453
w: 1.0"
"2017-06-15 11:49:36:006383" "Current Word: ,\rspd=70\  BOO!"
"2017-06-15 11:49:37:421884" "Robot State: ,Looking at The Book"
"2017-06-15 11:49:40:501194" "Robot State: ,Looking at The Book"
"2017-06-15 11:49:42:534676" "Robot State: ,Reading Mode Started"
"2017-06-15 11:49:46:855081" "Current Word: ,\rspd=70\  HEY!		"
"2017-06-15 11:49:46:855668" "Position: x: 0.182352662086
y: 0.0287358444184
z: 0.225696131587
x: -0.0124017344788
y: 0.414336323738
z: -0.50575363636
w: 1.0"
"2017-06-15 11:49:47:504553" "Position: x: 0.185502246022
y: 0.03677085042
z: 0.224230930209
x: 0.0220076646656
y: 0.429231077433
z: -0.421659916639
w: 1.0"
"2017-06-15 11:49:47:504316" "Current Word: ,\rspd=70\  would you"
"2017-06-15 11:49:49:184640" "Current Word: ,\rspd=70\ like"
"2017-06-15 11:49:49:184961" "Position: x: 0.18835760653
y: 0.036125138402
z: 0.230442553759
x: 0.035620175302
y: 0.398600816727
z: -0.419712930918
w: 1.0"
"2017-06-15 11:49:50:844270" "Position: x: 0.186000108719
y: 0.0292540509254
z: 0.23193603754
x: 0.0318953804672
y: 0.385771244764
z: -0.488059729338
w: 1.0"
"2017-06-15 11:49:50:845312" "Current Word: ,\rspd=70\ to know"
"2017-06-15 11:49:52:466370" "Current Word: ,\rspd=70\ a"
"2017-06-15 11:49:52:466460" "Position: x: 0.18394073844
y: 0.0239251479506
z: 0.233505368233
x: 0.0315355062485
y: 0.373143255711
z: -0.542629539967
w: 1.0"
