*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-14 18:06:44:088632" "Robot State: ,Introduce Nao Started"
"2017-06-14 18:06:47:433977" "Robot State: ,Introduce Nao Ended"
"2017-06-14 18:06:48:934153" "Robot State: ,Looking at The Book"
"2017-06-14 18:06:49:524907" "Robot State: ,TaskONE Selected"
"2017-06-14 18:06:50:553810" "Robot State: ,Looking at The Book"
"2017-06-14 18:06:52:648072" "Robot State: ,Reading Mode Started"
"2017-06-14 18:07:07:013429" "Robot State: ,Looking at The Book"
"2017-06-14 18:07:08:756056" "Robot State: ,Looking at The Book"
"2017-06-14 18:07:11:733551" "Robot State: ,Looking at The Book"
"2017-06-14 18:07:13:768376" "Robot State: ,Reading Mode Started"
"2017-06-14 18:07:17:957458" "Position: x: 0.179719179869
y: 0.0290664434433
z: 0.220224797726
x: -0.00864619296044
y: 0.440692305565
z: -0.513686299324
w: 1.0"
"2017-06-14 18:07:17:958092" "Current Word: ,\rspd=70\  HEY!		"
"2017-06-14 18:07:18:617738" "Position: x: 0.179095059633
y: 0.0358620025218
z: 0.214192524552
x: 0.036750793457
y: 0.478375077248
z: -0.448755890131
w: 1.0"
"2017-06-14 18:07:18:621497" "Current Word: ,\rspd=70\  do you"
"2017-06-14 18:07:20:197278" "Position: x: 0.181649655104
y: 0.033121779561
z: 0.220721393824
x: 0.0463881418109
y: 0.442982554436
z: -0.468876302242
w: 1.0"
"2017-06-14 18:07:20:197852" "Current Word: ,\rspd=70\ like"
"2017-06-14 18:07:21:757811" "Position: x: 0.182917937636
y: 0.0281514972448
z: 0.227413356304
x: 0.0459165088832
y: 0.405689030886
z: -0.512339174747
w: 1.0"
"2017-06-14 18:07:21:758513" "Current Word: ,\rspd=70\ to know"
"2017-06-14 18:07:23:259292" "Position: x: 0.183437347412
y: 0.0239596366882
z: 0.232655391097
x: 0.0416619442403
y: 0.376750349998
z: -0.550162613392
w: 1.0"
"2017-06-14 18:07:23:259833" "Current Word: ,\rspd=70\ a"
"2017-06-14 18:07:24:777627" "Position: x: 0.184427365661
y: 0.02019456774
z: 0.239072918892
x: 0.0404305644333
y: 0.343368172646
z: -0.581644296646
w: 1.0"
"2017-06-14 18:07:24:778367" "Current Word: ,\rspd=70\ secret?		"
"2017-06-14 18:07:25:678128" "Position: x: 0.17036485672
y: 0.0355853736401
z: 0.202836036682
x: 0.0374091230333
y: 0.536673545837
z: -0.469963878393
w: 1.0"
"2017-06-14 18:07:25:679107" "Current Word: ,\rspd=70\ well"
"2017-06-14 18:07:27:217032" "Current Word: ,\rspd=70\ everyone"
"2017-06-14 18:07:27:216834" "Position: x: 0.173928365111
y: 0.0316644757986
z: 0.210439175367
x: 0.0458992272615
y: 0.492751300335
z: -0.501723468304
w: 1.0"
"2017-06-14 18:07:28:778182" "Position: x: 0.175895005465
y: 0.0270836483687
z: 0.217355057597
x: 0.0427945815027
y: 0.452658563852
z: -0.54247957468
w: 1.0"
"2017-06-14 18:07:28:779618" "Current Word: ,\rspd=70\ thinks"
