*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-06 19:23:44:524943" "Robot State: Introduce Nao Started"
"2017-06-06 19:23:46:640303" "Robot State: Introduce Nao Ended"
"2017-06-06 19:23:48:244640" "Robot State: Looking at The Book"
"2017-06-06 19:23:48:993198" "Robot State: TaskONE Selected"
"2017-06-06 19:23:50:023778" "Robot State: Looking at The Book"
"2017-06-06 19:23:50:597467" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:23:50:614024" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:23:50:694624" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:23:51:509677" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:23:52:237004" "Robot State: Reading Mode Started"
"2017-06-06 19:23:52:302931" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:23:53:099142" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:23:53:948260" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:23:54:732583" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:23:55:611027" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:23:56:405486" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:23:56:590023" "Current Word: \rspd=50\  HEY!		"
"2017-06-06 19:23:57:532352" "Current Word: \rspd=50\  do you"
"2017-06-06 19:23:58:925426" "Current Word: \rspd=50\ like"
"2017-06-06 19:24:00:324344" "Current Word: \rspd=50\ to know"
"2017-06-06 19:24:01:764981" "Current Word: \rspd=50\ a"
"2017-06-06 19:24:03:225198" "Current Word: \rspd=50\ secret?		"
"2017-06-06 19:24:04:584437" "Current Word: \rspd=50\ well"
"2017-06-06 19:24:05:944381" "Current Word: \rspd=50\ everyone"
"2017-06-06 19:24:07:343469" "Current Word: \rspd=50\ thinks"
"2017-06-06 19:24:08:787002" "Current Word: \rspd=50\ I am"
"2017-06-06 19:24:10:106006" "Current Word: \rspd=50\ only			"
"2017-06-06 19:24:11:584444" "Current Word: \rspd=50\  big"
"2017-06-06 19:24:12:542898" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:24:13:304575" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:24:13:843506" "Current Word: \rspd=50\ and"
"2017-06-06 19:24:14:115639" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:24:14:888487" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:24:15:283439" "Current Word: \rspd=50\ cute"
"2017-06-06 19:24:15:685802" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:24:16:424985" "Current Word: \rspd=50\ but"
"2017-06-06 19:24:16:492171" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:24:17:354480" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:24:18:865611" "Current Word: \rspd=50\ really"
"2017-06-06 19:24:20:084067" "Current Word: \rspd=50\ I am"
"2017-06-06 19:24:21:205018" "Current Word: \rspd=50\ the 		"
"2017-06-06 19:24:23:723762" "Current Word: \rspd=50\ bravest"
"2017-06-06 19:24:24:847885" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:24:25:102782" "Current Word: \rspd=50\  human"
"2017-06-06 19:24:25:682856" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:24:26:448912" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:24:26:502817" "Current Word: \rspd=50\ there"
"2017-06-06 19:24:27:285592" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:24:27:878352" "Current Word: \rspd=50\ ever"
"2017-06-06 19:24:28:059556" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:24:29:651540" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:24:29:825939" "Current Word: \rspd=50\ was "
"2017-06-06 19:24:31:247011" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:24:31:485402" "Robot State: Looking at The Book"
"2017-06-06 19:24:32:159998" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:24:32:955776" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:24:33:759065" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:24:34:579184" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:24:35:383610" "Robot State: Looking at The Book"
"2017-06-06 19:24:35:399285" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:24:36:251237" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:24:36:995522" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:24:37:848209" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:24:38:652847" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:24:39:459521" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:24:40:355108" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:24:41:159149" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:24:41:951931" "Robot State: Tags [12, 13, 14, 15] Detected"
"2017-06-06 19:24:42:750971" "Robot State: RED Card Detected"
"2017-06-06 19:24:42:752490" "Robot State: RED Card Detected"
"2017-06-06 19:24:42:753113" "Robot State: RED Card Detected"
"2017-06-06 19:24:42:753342" "Robot State: RED Card Detected"
"2017-06-06 19:24:42:754014" "Robot State: RED Card Detected"
"2017-06-06 19:24:42:754256" "Robot State: RED Card Detected"
"2017-06-06 19:24:42:754496" "Robot State: RED Card Detected"
"2017-06-06 19:24:42:754703" "Robot State: RED Card Detected"
"2017-06-06 19:24:42:754776" "Robot State: RED Card Detected"
"2017-06-06 19:24:42:754853" "Robot State: RED Card Detected"
"2017-06-06 19:24:42:754936" "Robot State: RED Card Detected"
"2017-06-06 19:24:42:755068" "Robot State: RED Card Detected"
