*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-07 11:04:13:362457" "Robot State: Introduce Nao Started"
"2017-06-07 11:04:15:284399" "Robot State: Introduce Nao Ended"
"2017-06-07 11:04:16:894455" "Robot State: Looking at The Book"
"2017-06-07 11:04:17:483579" "Robot State: TaskONE Selected"
"2017-06-07 11:04:18:507366" "Robot State: Looking at The Book"
"2017-06-07 11:04:20:769039" "Robot State: Reading Mode Started"
"2017-06-07 11:04:25:071135" "Current Word: \rspd=50\  HEY!		"
"2017-06-07 11:04:25:970149" "Current Word: \rspd=50\  do you"
"2017-06-07 11:04:27:290978" "Current Word: \rspd=50\ like"
"2017-06-07 11:04:28:612693" "Current Word: \rspd=50\ to know"
"2017-06-07 11:04:29:971205" "Current Word: \rspd=50\ a"
"2017-06-07 11:04:31:291314" "Current Word: \rspd=50\ secret?		"
"2017-06-07 11:04:32:672424" "Current Word: \rspd=50\ well"
"2017-06-07 11:04:34:049486" "Current Word: \rspd=50\ everyone"
"2017-06-07 11:04:35:371193" "Current Word: \rspd=50\ thinks"
"2017-06-07 11:04:36:710645" "Current Word: \rspd=50\ I am"
"2017-06-07 11:04:38:052693" "Current Word: \rspd=50\ only			"
"2017-06-07 11:04:39:509839" "Current Word: \rspd=50\  big"
"2017-06-07 11:04:40:652259" "Current Word: \rspd=50\ and"
"2017-06-07 11:04:41:749399" "Current Word: \rspd=50\ cute"
"2017-06-07 11:04:42:872668" "Current Word: \rspd=50\ but"
"2017-06-07 11:04:44:009894" "Current Word: \rspd=50\ really"
"2017-06-07 11:04:45:149498" "Current Word: \rspd=50\ I am"
"2017-06-07 11:04:46:371023" "Current Word: \rspd=50\ the 		"
"2017-06-07 11:04:47:849429" "Current Word: \rspd=50\ bravest"
"2017-06-07 11:04:49:170992" "Current Word: \rspd=50\  human"
"2017-06-07 11:04:50:509829" "Current Word: \rspd=50\ there"
"2017-06-07 11:04:51:832354" "Current Word: \rspd=50\ ever"
"2017-06-07 11:04:53:169526" "Current Word: \rspd=50\ was "
"2017-06-07 11:04:54:787483" "Robot State: Looking at The Book"
"2017-06-07 11:04:58:545332" "Robot State: Looking at The Book"
"2017-06-07 11:05:31:220554" "Robot State: Idle Mode Reaction Started"
