*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-14 17:00:45:016095" "Robot State: ,Introduce Nao Started"
"2017-06-14 17:00:47:999043" "Robot State: ,Introduce Nao Ended"
"2017-06-14 17:00:49:376331" "Robot State: ,Looking at The Book"
"2017-06-14 17:00:50:254234" "Robot State: ,TaskTWO Selected"
"2017-06-14 17:00:51:277023" "Robot State: ,Looking at The Book"
"2017-06-14 17:00:56:589233" "Robot State: ,Reading Mode Started"
"2017-06-14 17:01:00:901343" "Position: x: 0.195531964302
y: 0.111855857074
z: 0.230383172631
x: 0.0211828295141
y: 0.417487949133
z: 0.00638190004975
w: 1.0"
"2017-06-14 17:01:00:902614" "Current Word: ,\rspd=70\  HOOT"
"2017-06-14 17:01:01:764604" "Position: x: 0.204134196043
y: 0.105389274657
z: 0.247791230679
x: 0.0134573215619
y: 0.328776061535
z: -0.0235757585615
w: 1.0"
"2017-06-14 17:01:02:677498" "Position: x: 0.218034356833
y: 0.101203650236
z: 0.298769652843
x: 0.0189704447985
y: 0.0866783633828
z: -0.0407823771238
w: 1.0"
"2017-06-14 17:01:03:583906" "Position: x: 0.211906313896
y: 0.0937363952398
z: 0.268970608711
x: 0.00791453011334
y: 0.225282981992
z: -0.0773098543286
w: 1.0"
"2017-06-14 17:01:03:977918" "Current Word: ,\rspd=70\ HOOT		"
"2017-06-14 17:01:03:977633" "Position: x: 0.205584779382
y: 0.0886272415519
z: 0.25010406971
x: -0.00025324895978
y: 0.31506857276
z: -0.104412101209
w: 1.0"
"2017-06-14 17:01:05:184800" "Position: x: 0.201263278723
y: 0.116951793432
z: 0.244988679886
x: 0.0122696096078
y: 0.344378590584
z: 0.033699657768
w: 1.0"
"2017-06-14 17:01:05:184927" "Current Word: ,\rspd=70\  Don't"
"2017-06-14 17:01:05:777559" "Position: x: 0.200154036283
y: 0.118950545788
z: 0.24259275198
x: 0.00827302411199
y: 0.35667476058
z: 0.0439766943455
w: 1.0"
"2017-06-14 17:01:06:117849" "Position: x: 0.201683104038
y: 0.118686981499
z: 0.24678093195
x: 0.00815180595964
y: 0.336006581783
z: 0.0434084199369
w: 1.0"
"2017-06-14 17:01:06:458451" "Position: x: 0.205676957965
y: 0.117959529161
z: 0.257071405649
x: 0.00537557620555
y: 0.285140544176
z: 0.0398320071399
w: 1.0"
"2017-06-14 17:01:06:638301" "Current Word: ,\rspd=70\ listen"
"2017-06-14 17:01:06:637936" "Position: x: 0.202476710081
y: 0.1181011796
z: 0.249272957444
x: 0.00578373903409
y: 0.323295801878
z: 0.0394668132067
w: 1.0"
"2017-06-14 17:01:07:220790" "Position: x: 0.200514107943
y: 0.117028929293
z: 0.243657201529
x: 0.0040973983705
y: 0.351082116365
z: 0.0357846952975
w: 1.0"
"2017-06-14 17:01:07:557992" "Position: x: 0.202792197466
y: 0.11494820565
z: 0.248375043273
x: 0.00205255136825
y: 0.327522307634
z: 0.0251862313598
w: 1.0"
"2017-06-14 17:01:07:899424" "Position: x: 0.206612482667
y: 0.112210385501
z: 0.257652789354
x: -0.00325634190813
y: 0.281420409679
z: 0.0108064869419
w: 1.0"
"2017-06-14 17:01:08:077619" "Current Word: ,\rspd=70\ to"
"2017-06-14 17:01:08:077492" "Position: x: 0.204005077481
y: 0.110987097025
z: 0.249974086881
x: -0.00532874790952
y: 0.318609714508
z: 0.00527179287747
w: 1.0"
"2017-06-14 17:01:08:656675" "Position: x: 0.201851889491
y: 0.108093485236
z: 0.244793444872
x: -0.00761878024787
y: 0.344156593084
z: -0.00837349239737
w: 1.0"
"2017-06-14 17:01:09:018957" "Position: x: 0.202999994159
y: 0.105291351676
z: 0.247447788715
x: -0.00994615349919
y: 0.330639481544
z: -0.0214066449553
w: 1.0"
"2017-06-14 17:01:09:357969" "Position: x: 0.207523196936
y: 0.103610932827
z: 0.258664757013
x: -0.00329154124483
y: 0.275625616312
z: -0.0304778050631
w: 1.0"
"2017-06-14 17:01:09:537902" "Position: x: 0.205177024007
y: 0.101517304778
z: 0.251563519239
x: -0.00166673562489
y: 0.309663444757
z: -0.0401192121208
w: 1.0"
"2017-06-14 17:01:09:538431" "Current Word: ,\rspd=70\ that"
"2017-06-14 17:01:10:137029" "Position: x: 0.202672064304
y: 0.100023403764
z: 0.24535125494
x: 6.78766591591e-05
y: 0.340008020401
z: -0.049235381186
w: 1.0"
"2017-06-14 17:01:10:498598" "Position: x: 0.20420370996
y: 0.0961553528905
z: 0.249042376876
x: -0.00261788931675
y: 0.32147616148
z: -0.0670476555824
w: 1.0"
"2017-06-14 17:01:10:857431" "Position: x: 0.208290591836
y: 0.0939004346728
z: 0.259688198566
x: -0.000114126130939
y: 0.269533485174
z: -0.0769926607609
w: 1.0"
"2017-06-14 17:01:11:037426" "Position: x: 0.205894902349
y: 0.0922019854188
z: 0.252604752779
x: 0.00164310529362
y: 0.303373366594
z: -0.086612701416
w: 1.0"
"2017-06-14 17:01:11:038311" "Current Word: ,\rspd=70\ tiny"
"2017-06-14 17:01:11:644847" "Position: x: 0.203163787723
y: 0.0904537364841
z: 0.245695516467
x: 0.00142032688018
y: 0.336828798056
z: -0.0964830368757
w: 1.0"
"2017-06-14 17:01:12:021611" "Position: x: 0.204693183303
y: 0.0874347314239
z: 0.250287473202
x: 0.000227328389883
