*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-14 16:52:05:170799" "Robot State: ,Introduce Nao Started"
"2017-06-14 16:52:07:882371" "Robot State: ,Introduce Nao Ended"
"2017-06-14 16:52:09:448123" "Robot State: ,Looking at The Book"
"2017-06-14 16:52:10:126361" "Robot State: ,TaskTWO Selected"
"2017-06-14 16:52:11:148317" "Robot State: ,Looking at The Book"
"2017-06-14 16:52:13:241433" "Robot State: ,Reading Mode Started"
"2017-06-14 16:52:17:692581" "Current Word: ,\rspd=70\  HEY!		"
"2017-06-14 16:52:17:692813" "Position: x: 0.196443319321
y: 0.10107742995
z: 0.231032833457
x: 0.0171057581902
y: 0.411855459213
z: -0.0491453483701
w: 1.0"
"2017-06-14 16:52:18:591391" "Current Word: ,\rspd=70\  do you"
"2017-06-14 16:52:18:591528" "Position: x: 0.195582211018
y: 0.112670518458
z: 0.231686905026
x: 0.00757584162056
y: 0.410931378603
z: 0.0112413968891
w: 1.0"
"2017-06-14 16:52:19:211413" "Position: x: 0.195539817214
y: 0.11520498246
z: 0.231742605567
x: 0.00553306471556
y: 0.411255210638
z: 0.0246308110654
w: 1.0"
"2017-06-14 16:52:19:653096" "Position: x: 0.203463226557
y: 0.114482782781
z: 0.249421328306
x: 0.00255849980749
y: 0.32204914093
z: 0.0198615752161
w: 1.0"
"2017-06-14 16:52:20:071697" "Position: x: 0.202861577272
y: 0.114408716559
z: 0.247970670462
x: 0.00327078765258
y: 0.329373598099
z: 0.0203378740698
w: 1.0"
"2017-06-14 16:52:20:273742" "Position: x: 0.199609175324
y: 0.114406213164
z: 0.240246146917
x: 0.00356280710548
y: 0.36791485548
z: 0.0201662145555
w: 1.0"
"2017-06-14 16:52:20:273859" "Current Word: ,\rspd=70\ like"
"2017-06-14 16:52:20:890841" "Position: x: 0.196474820375
y: 0.111469991505
z: 0.233159318566
x: -3.2874984754e-05
y: 0.403321146965
z: 0.00623978720978
w: 1.0"
"2017-06-14 16:52:21:318534" "Position: x: 0.204668730497
y: 0.107358112931
z: 0.249904245138
x: -0.00462583778426
y: 0.318773955107
z: -0.0140851931646
w: 1.0"
"2017-06-14 16:52:21:751515" "Position: x: 0.204618453979
y: 0.103332914412
z: 0.249514251947
x: -0.00258670561016
y: 0.320234388113
z: -0.0332321934402
w: 1.0"
"2017-06-14 16:52:21:952784" "Position: x: 0.201121032238
y: 0.102782338858
z: 0.241205275059
x: -0.000127802602947
y: 0.361064434052
z: -0.0375633053482
w: 1.0"
"2017-06-14 16:52:21:953396" "Current Word: ,\rspd=70\ to know"
"2017-06-14 16:52:22:592762" "Position: x: 0.19819240272
y: 0.100275471807
z: 0.23440952599
x: -0.00354432151653
y: 0.394776195288
z: -0.0506702624261
w: 1.0"
"2017-06-14 16:52:23:029989" "Position: x: 0.205584704876
y: 0.0951610729098
z: 0.251243650913
x: -0.00256458227523
y: 0.310454696417
z: -0.0736253708601
w: 1.0"
"2017-06-14 16:52:23:450515" "Position: x: 0.205387338996
y: 0.0922186374664
z: 0.250537663698
x: 0.00201530358754
y: 0.3134958148
z: -0.0882189124823
w: 1.0"
"2017-06-14 16:52:23:651357" "Position: x: 0.201785311103
y: 0.0912379994988
z: 0.241821601987
x: 0.000585563539062
y: 0.356225073338
z: -0.0946964845061
w: 1.0"
"2017-06-14 16:52:23:651983" "Current Word: ,\rspd=70\ a"
