*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-N-E-W- -S-E-S-S-I-O-N-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*
"2017-06-16 09:48:27:636321" "Robot State: ,Introduce Nao Started"
"2017-06-16 09:48:29:983268" "Robot State: ,Introduce Nao Ended"
"2017-06-16 09:48:31:256960" "Robot State: ,Looking at The Book"
"2017-06-16 09:48:31:842438" "Robot State: ,TaskTHREE Selected"
"2017-06-16 09:48:32:857933" "Robot State: ,Looking at The Book"
"2017-06-16 09:48:34:974265" "Robot State: ,Reading Mode Started"
"2017-06-16 09:48:49:338501" "Robot State: ,Looking at The Book"
"2017-06-16 09:48:49:887842" "Robot State: ,Reading Mode Ended"
"2017-06-16 09:48:51:118675" "Robot State: ,Looking at The Book"
"2017-06-16 09:48:54:096660" "Robot State: ,Looking at The Book"
"2017-06-16 09:48:56:142894" "Robot State: ,Reading Mode Started"
"2017-06-16 09:49:00:718775" "Position: x: 0.193220615387
y: 0.0227158684283
z: 0.254389196634
x: -0.018334582448
y: 0.277871340513
z: -0.518383920193
w: 1.0"
"2017-06-16 09:49:00:720621" "Current Word: ,\rspd=50\  HEE"
"2017-06-16 09:49:01:540838" "Position: x: 0.196065574884
y: 0.0225982442498
z: 0.262792021036
x: 0.0028410141822
y: 0.240212768316
z: -0.512270629406
w: 1.0"
"2017-06-16 09:49:02:081708" "Position: x: 0.201814770699
y: 0.0197056420147
z: 0.28734472394
x: 0.0121929170564
y: 0.132153645158
z: -0.513409674168
w: 1.0"
"2017-06-16 09:49:02:619594" "Position: x: 0.199978113174
y: 0.0176543146372
z: 0.284131705761
x: 0.0176564734429
y: 0.145434916019
z: -0.535787463188
w: 1.0"
"2017-06-16 09:49:02:913886" "Position: x: 0.196840554476
y: 0.0181555468589
z: 0.271258711815
x: 0.0156602393836
y: 0.201381161809
z: -0.541515469551
w: 1.0"
"2017-06-16 09:49:02:914780" "Current Word: ,\rspd=50\ HEE!		"
"2017-06-16 09:49:03:960133" "Position: x: 0.187684118748
y: 0.0248642973602
z: 0.240681692958
x: -0.0517324209213
y: 0.33906686306
z: -0.519474089146
w: 1.0"
"2017-06-16 09:49:03:960907" "Current Word: ,\rspd=50\  That"
"2017-06-16 09:49:04:541034" "Position: x: 0.188321962953
y: 0.0254252199084
z: 0.240387141705
x: -0.022697057575
y: 0.343718647957
z: -0.507194340229
w: 1.0"
"2017-06-16 09:49:04:762802" "Position: x: 0.191112458706
y: 0.0252477470785
z: 0.247090429068
x: -0.00448305951431
y: 0.312839925289
z: -0.502222657204
w: 1.0"
"2017-06-16 09:49:04:979710" "Position: x: 0.19452086091
y: 0.0247999504209
z: 0.255620270967
x: 0.0185925718397
y: 0.273831635714
z: -0.498628646135
w: 1.0"
"2017-06-16 09:49:05:100088" "Position: x: 0.194439709187
y: 0.0247577503324
z: 0.255628675222
x: 0.0187941398472
y: 0.27387624979
z: -0.498515933752
w: 1.0"
"2017-06-16 09:49:05:100319" "Current Word: ,\rspd=50\ silly"
"2017-06-16 09:49:05:739918" "Position: x: 0.192332565784
y: 0.0249519106001
z: 0.249958351254
x: 0.0102177178487
y: 0.299716562033
z: -0.501974880695
w: 1.0"
"2017-06-16 09:49:05:961062" "Position: x: 0.192464470863
y: 0.0249614529312
z: 0.250249356031
x: 0.0125149386004
y: 0.29838347435
z: -0.501789391041
w: 1.0"
"2017-06-16 09:49:06:187077" "Position: x: 0.192206546664
y: 0.0243161823601
z: 0.250694692135
x: 0.0116330031306
y: 0.295920014381
z: -0.5079023242
w: 1.0"
"2017-06-16 09:49:06:319377" "Position: x: 0.192189782858
y: 0.0243238750845
z: 0.25064343214
x: 0.0114945694804
y: 0.29616355896
z: -0.507934093475
w: 1.0"
"2017-06-16 09:50:11:015785" "Current Word: ,\rspd=50\ old "
"2017-06-16 09:50:15:940524" "Position: x: 0.187553673983
y: 0.0212470274419
z: 0.243454769254
x: -0.0313918441534
y: 0.324800312519
z: -0.553533494473
w: 1.0"
"2017-06-16 09:50:16:158235" "Position: x: 0.190073817968
y: 0.0209047533572
z: 0.249333977699
x: -0.00677835103124
y: 0.298957407475
z: -0.550876140594
w: 1.0"
"2017-06-16 09:50:16:357751" "Position: x: 0.192615538836
y: 0.0200076624751
